Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Productivity_Score,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality
EMP0515,29,0,4,Male,Master Degree,Married,Yes,Urban,Finance,Junior,Large (1001-5000),Government,Good,Very Fast (100+ Mbps),44,Moderate,Few times per week,72.4,67.5,80.9,58.6,90.2,5,21,86.5,2,4,2024-03-25,High
EMP0516,41,3,4,Non-binary,Bachelor Degree,Married,No,Urban,Sales,Mid-Level,Small (51-200),Technology,Average,Moderate (25-50 Mbps),45,High,Daily,50.2,53.0,56.4,33.9,70.6,6,25,100.0,7,9,2024-02-22,High
EMP0517,39,8,2,Female,Bachelor Degree,Married,Yes,Urban,Marketing,Mid-Level,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),46,High,Daily,98.0,94.4,100.0,95.0,95.0,7,65,100.0,8,7,2024-05-13,High
EMP0518,26,2,1,Male,Bachelor Degree,Married,Yes,Rural,Engineering,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),42,High,Weekly,71.3,64.9,87.3,54.8,83.7,7,88,100.0,6,6,2024-04-08,Low
EMP0519,35,1,5,Male,High School,Divorced,No,Urban,Engineering,Junior,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),37,Low,Daily,96.1,95.3,93.6,90.8,95.0,10,0,100.0,5,5,2024-01-28,Medium
EMP0520,41,11,3,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Lead,Enterprise (5000+),Finance,Excellent,Fast (50-100 Mbps),43,High,Daily,98.0,100.0,99.0,85.1,95.0,3,12,100.0,1,7,2024-05-14,High
EMP0521,22,0,1,Female,Bachelor Degree,Divorced,No,Urban,Engineering,Junior,Large (1001-5000),Retail,Excellent,Very Fast (100+ Mbps),46,High,Weekly,98.0,91.2,100.0,81.6,95.0,7,62,100.0,8,6,2024-05-06,High
EMP0522,39,2,4,Male,Master Degree,Single,Yes,Suburban,Marketing,Junior,Small (51-200),Retail,Good,Moderate (25-50 Mbps),37,Moderate,Daily,72.9,80.1,71.8,54.4,87.5,4,10,81.4,7,6,2024-02-01,High
EMP0523,29,2,5,Male,Bachelor Degree,Divorced,Yes,Rural,Engineering,Junior,Small (51-200),Consulting,Excellent,Fast (50-100 Mbps),35,High,Few times per week,98.0,97.2,91.2,92.8,95.0,6,0,100.0,2,8,2024-02-17,High
EMP0524,40,7,1,Female,Associate Degree,In Relationship,No,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),49,High,Daily,98.0,87.0,92.8,76.8,95.0,9,49,100.0,8,10,2024-01-29,High
EMP0525,28,3,4,Male,Associate Degree,Married,No,Suburban,HR,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),52,Moderate,Daily,72.6,58.8,81.6,55.2,89.2,14,51,98.5,2,10,2024-05-07,High
EMP0526,22,1,5,Female,Master Degree,Married,Yes,Urban,HR,Junior,Small (51-200),Non-profit,Excellent,Very Fast (100+ Mbps),42,High,Weekly,67.2,76.0,61.4,76.8,72.2,9,0,100.0,7,9,2024-01-28,High
EMP0527,22,0,5,Female,High School,Married,Yes,Suburban,HR,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Daily,54.8,53.2,59.1,54.3,75.0,11,0,83.3,7,8,2024-04-19,High
EMP0528,35,0,5,Male,Bachelor Degree,Single,Yes,Urban,Design,Junior,Large (1001-5000),Government,Excellent,Moderate (25-50 Mbps),44,High,Few times per week,92.9,98.3,94.7,71.3,95.0,10,0,100.0,8,6,2024-03-25,High
EMP0529,37,7,3,Male,Associate Degree,Married,No,Suburban,Engineering,Lead,Startup (1-50),Consulting,Good,Very Fast (100+ Mbps),28,High,Weekly,98.0,89.2,100.0,72.4,95.0,5,34,100.0,4,3,2024-02-03,High
EMP0530,26,1,2,Male,Master Degree,Married,No,Suburban,Engineering,Junior,Small (51-200),Media,Good,Very Fast (100+ Mbps),43,Low,Daily,77.2,70.9,77.1,65.7,94.9,14,34,80.8,6,7,2024-02-18,High
EMP0531,40,6,0,Female,PhD,Divorced,Yes,Suburban,Sales,Lead,Enterprise (5000+),Finance,Average,Very Fast (100+ Mbps),50,High,Few times per week,76.6,64.8,83.7,83.6,90.7,8,0,100.0,6,6,2024-02-20,High
EMP0532,22,1,0,Male,PhD,Divorced,No,Urban,Product,Junior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),34,High,Bi-weekly,84.1,96.7,94.7,60.9,95.0,10,23,100.0,2,7,2024-04-01,High
EMP0533,34,1,3,Male,Bachelor Degree,Married,Yes,Urban,HR,Junior,Large (1001-5000),Education,Good,Fast (50-100 Mbps),34,Low,Few times per week,95.1,100.0,100.0,88.5,95.0,8,15,100.0,6,5,2024-02-10,High
EMP0534,24,0,3,Female,Master Degree,Married,Yes,Suburban,Sales,Junior,Medium (201-1000),Retail,Average,Slow (<25 Mbps),37,Very High,Daily,77.4,88.0,84.2,68.7,93.9,6,14,100.0,4,8,2024-04-15,High
EMP0535,29,3,1,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Senior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),39,Very High,Few times per week,98.0,100.0,100.0,81.9,95.0,4,35,100.0,5,4,2024-02-27,High
EMP0536,35,3,3,Female,Bachelor Degree,Married,No,Urban,Operations,Senior,Startup (1-50),Manufacturing,Good,Fast (50-100 Mbps),46,High,Daily,54.7,58.3,54.0,43.6,66.9,7,28,100.0,4,8,2024-02-10,High
EMP0537,27,2,1,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Startup (1-50),Technology,Average,Fast (50-100 Mbps),49,Moderate,Daily,41.4,53.7,50.0,44.8,61.4,14,0,61.4,2,9,2024-04-11,Low
EMP0538,31,4,4,Female,Associate Degree,Married,No,Suburban,Marketing,Senior,Small (51-200),Healthcare,Excellent,Fast (50-100 Mbps),49,High,Weekly,90.9,92.1,96.5,83.7,95.0,18,0,100.0,4,9,2024-04-05,High
EMP0539,44,4,2,Female,Master Degree,In Relationship,No,Urban,Design,Senior,Startup (1-50),Consulting,Poor,Very Fast (100+ Mbps),45,Moderate,Daily,78.9,87.7,93.5,72.7,95.0,8,59,77.3,4,6,2024-05-03,Medium
EMP0540,29,1,3,Female,Bachelor Degree,Married,Yes,Urban,Operations,Junior,Small (51-200),Technology,Average,Fast (50-100 Mbps),32,Very High,Daily,93.9,87.8,100.0,87.4,95.0,8,19,100.0,6,6,2024-02-17,High
EMP0541,42,5,3,Male,Bachelor Degree,Married,Yes,Rural,Design,Junior,Startup (1-50),Technology,Good,Slow (<25 Mbps),32,High,Few times per week,98.0,100.0,97.8,75.4,95.0,9,15,100.0,3,8,2024-03-19,High
EMP0542,24,1,0,Male,Bachelor Degree,Married,Yes,Urban,Sales,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),46,Moderate,Monthly,49.0,47.7,50.0,34.6,60.1,3,41,63.5,9,7,2024-03-17,High
EMP0543,39,6,5,Male,Bachelor Degree,Married,No,Rural,Operations,Senior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),32,High,Daily,98.0,100.0,100.0,95.0,95.0,7,0,100.0,4,7,2024-02-16,High
EMP0544,47,1,3,Female,Master Degree,Married,No,Urban,Product,Junior,Large (1001-5000),Technology,Poor,Slow (<25 Mbps),45,High,Daily,72.3,72.6,77.3,62.6,80.5,10,43,100.0,7,10,2024-05-09,High
EMP0545,22,1,2,Male,Master Degree,Married,Yes,Urban,Operations,Junior,Medium (201-1000),Technology,Average,Fast (50-100 Mbps),43,Moderate,Few times per week,87.3,96.1,86.8,87.3,95.0,10,0,100.0,4,6,2024-05-10,High
EMP0546,27,2,1,Non-binary,Master Degree,Single,Yes,Suburban,Operations,Junior,Enterprise (5000+),Technology,Average,Fast (50-100 Mbps),39,Very Low,Few times per week,45.1,52.4,51.6,52.7,66.7,5,9,89.4,7,5,2024-05-02,High
EMP0547,40,2,2,Female,Bachelor Degree,Married,Yes,Urban,Finance,Junior,Startup (1-50),Consulting,Excellent,Slow (<25 Mbps),26,Very High,Few times per week,80.1,71.8,85.1,88.9,95.0,9,24,100.0,3,7,2024-01-21,High
EMP0548,33,4,0,Male,Associate Degree,Married,Yes,Urban,Product,Mid-Level,Startup (1-50),Media,Good,Very Fast (100+ Mbps),43,High,Bi-weekly,73.0,75.7,67.8,60.8,95.0,11,61,100.0,7,6,2024-01-26,Low
EMP0549,38,1,2,Female,Bachelor Degree,Married,No,Urban,Engineering,Junior,Small (51-200),Finance,Excellent,Fast (50-100 Mbps),45,High,Daily,95.2,90.6,91.9,85.2,95.0,3,68,100.0,5,5,2024-04-05,High
EMP0550,29,4,3,Male,PhD,Married,Yes,Suburban,Sales,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),38,Moderate,Daily,94.7,99.4,96.1,93.0,95.0,8,25,100.0,6,4,2024-03-09,Medium
EMP0551,35,3,5,Female,Professional Degree,Married,Yes,Suburban,Sales,Mid-Level,Large (1001-5000),Technology,Poor,Very Fast (100+ Mbps),35,Low,Daily,75.6,69.1,68.9,58.3,95.0,4,0,84.4,5,6,2024-04-30,High
EMP0552,33,0,4,Female,Master Degree,Married,No,Urban,Product,Mid-Level,Medium (201-1000),Retail,Excellent,Fast (50-100 Mbps),43,Low,Weekly,74.4,69.9,68.4,67.1,79.7,2,31,78.4,5,10,2024-02-19,High
EMP0553,45,7,1,Male,Bachelor Degree,Divorced,Yes,Urban,Design,Senior,Medium (201-1000),Retail,Average,Very Fast (100+ Mbps),33,High,Daily,98.0,100.0,85.1,65.6,95.0,6,22,100.0,1,4,2024-01-20,High
EMP0554,37,8,1,Male,Associate Degree,Married,No,Suburban,Engineering,Lead,Large (1001-5000),Government,Excellent,Very Fast (100+ Mbps),45,High,Weekly,98.0,97.9,96.6,82.1,95.0,12,33,100.0,2,6,2024-01-15,Medium
EMP0555,38,0,3,Female,Bachelor Degree,In Relationship,Yes,Urban,Engineering,Junior,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),48,High,Monthly,98.0,84.0,92.9,87.8,95.0,5,25,100.0,7,5,2024-02-26,Medium
EMP0556,31,3,1,Female,Master Degree,Married,No,Urban,Design,Mid-Level,Medium (201-1000),Manufacturing,Good,Very Fast (100+ Mbps),30,High,Daily,98.0,98.9,97.9,84.2,95.0,10,11,100.0,4,9,2024-04-22,High
EMP0557,30,0,0,Female,Master Degree,Married,Yes,Urban,Sales,Junior,Medium (201-1000),Healthcare,Excellent,Very Fast (100+ Mbps),38,Moderate,Monthly,68.9,76.4,75.5,53.9,83.6,11,41,95.0,6,6,2024-01-31,High
EMP0558,31,0,4,Male,Master Degree,Married,No,Suburban,Engineering,Junior,Startup (1-50),Media,Poor,Moderate (25-50 Mbps),41,High,Daily,92.1,89.5,90.0,82.8,95.0,5,36,100.0,7,5,2024-04-05,High
EMP0559,38,3,0,Male,Master Degree,Single,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Education,Excellent,Very Fast (100+ Mbps),41,Moderate,Few times per week,98.0,96.8,96.2,70.2,95.0,9,47,90.4,7,6,2024-02-17,High
EMP0560,31,0,4,Male,Associate Degree,Single,No,Suburban,Engineering,Junior,Large (1001-5000),Finance,Excellent,Fast (50-100 Mbps),36,Low,Weekly,69.7,84.1,73.7,57.1,78.1,1,10,89.4,6,4,2024-02-04,High
EMP0561,37,5,1,Female,Associate Degree,Married,Yes,Suburban,Finance,Senior,Medium (201-1000),Education,Excellent,Fast (50-100 Mbps),33,High,Weekly,92.3,100.0,91.5,92.0,95.0,10,22,100.0,6,6,2024-04-18,High
EMP0562,53,4,5,Male,High School,Married,No,Rural,Sales,Senior,Small (51-200),Consulting,Good,Very Fast (100+ Mbps),39,Moderate,Weekly,66.0,78.2,65.0,68.5,87.4,9,0,91.6,6,8,2024-03-11,High
EMP0563,42,17,4,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Director,Medium (201-1000),Technology,Excellent,Moderate (25-50 Mbps),45,Very High,Few times per week,80.7,83.6,75.9,68.0,95.0,7,18,100.0,9,7,2024-03-25,High
EMP0564,32,0,4,Female,Bachelor Degree,Married,No,Urban,Product,Mid-Level,Enterprise (5000+),Technology,Good,Moderate (25-50 Mbps),45,Very High,Bi-weekly,68.5,80.7,67.1,50.7,90.9,5,29,100.0,7,1,2024-04-14,High
EMP0565,45,10,1,Female,Master Degree,Married,No,Suburban,Engineering,Senior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),45,Very High,Weekly,76.6,82.2,90.2,64.3,93.0,7,39,100.0,5,6,2024-03-09,High
EMP0566,31,4,5,Male,Master Degree,Married,No,Rural,Engineering,Mid-Level,Startup (1-50),Technology,Excellent,Slow (<25 Mbps),49,Very High,Daily,98.0,100.0,100.0,71.7,95.0,7,0,100.0,5,8,2024-03-26,High
EMP0567,22,0,4,Female,Bachelor Degree,Married,No,Suburban,Customer Success,Junior,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),35,High,Bi-weekly,74.1,76.2,85.9,68.0,85.0,9,42,100.0,3,7,2024-01-16,Medium
EMP0568,25,1,4,Female,Bachelor Degree,Single,Yes,Urban,HR,Junior,Medium (201-1000),Non-profit,Average,Very Fast (100+ Mbps),39,Moderate,Monthly,64.2,63.7,67.0,52.1,88.7,11,27,94.3,10,6,2024-01-29,High
EMP0569,22,0,3,Male,Associate Degree,Married,Yes,Urban,Engineering,Junior,Startup (1-50),Education,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,67.0,72.9,70.1,64.3,90.8,8,44,100.0,8,6,2024-01-24,Medium
EMP0570,31,1,4,Male,Master Degree,Married,No,Rural,Sales,Mid-Level,Small (51-200),Retail,Good,Fast (50-100 Mbps),25,Very High,Weekly,51.5,53.2,61.9,39.8,67.7,11,44,81.8,2,7,2024-05-14,High
EMP0571,35,1,0,Male,Bachelor Degree,Married,Yes,Urban,Sales,Junior,Medium (201-1000),Retail,Average,Fast (50-100 Mbps),43,Low,Weekly,86.9,81.6,90.3,70.3,95.0,7,23,100.0,8,3,2024-05-07,Medium
EMP0572,50,6,3,Female,Bachelor Degree,Single,Yes,Urban,Operations,Lead,Medium (201-1000),Consulting,Average,Fast (50-100 Mbps),41,Moderate,Weekly,71.9,81.6,74.7,76.8,93.3,11,26,98.3,3,8,2024-04-12,Medium
EMP0573,37,5,4,Female,Master Degree,Single,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Government,Average,Very Fast (100+ Mbps),35,Moderate,Daily,85.4,88.1,85.3,68.0,95.0,7,22,100.0,4,8,2024-05-09,High
EMP0574,33,1,2,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Junior,Large (1001-5000),Education,Average,Slow (<25 Mbps),47,High,Few times per week,96.4,91.3,99.3,87.7,95.0,9,45,100.0,7,7,2024-02-03,High
EMP0575,42,16,1,Male,Bachelor Degree,Married,No,Urban,Engineering,Manager,Enterprise (5000+),Healthcare,Excellent,Moderate (25-50 Mbps),46,Very High,Monthly,96.8,96.0,100.0,83.2,95.0,10,45,100.0,7,10,2024-03-24,High
EMP0576,22,1,3,Female,Master Degree,Single,No,Suburban,Customer Success,Mid-Level,Enterprise (5000+),Finance,Excellent,Fast (50-100 Mbps),44,Moderate,Daily,75.9,82.4,71.4,68.2,92.3,10,32,100.0,6,7,2024-01-19,High
EMP0577,37,8,4,Non-binary,Master Degree,Divorced,No,Suburban,Sales,Lead,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),31,Low,Weekly,65.1,57.2,72.7,56.6,88.2,6,24,100.0,9,2,2024-04-30,High
EMP0578,41,6,1,Female,Master Degree,Single,Yes,Suburban,Marketing,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),36,High,Few times per week,95.6,92.0,82.3,93.2,95.0,10,37,100.0,6,6,2024-03-02,Medium
EMP0579,22,0,2,Non-binary,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Finance,Excellent,Fast (50-100 Mbps),43,Moderate,Daily,67.8,55.9,73.8,64.2,91.3,10,71,99.6,4,6,2024-03-29,Medium
EMP0580,45,5,1,Female,Bachelor Degree,Single,No,Suburban,Engineering,Mid-Level,Large (1001-5000),Retail,Good,Moderate (25-50 Mbps),38,Very High,Daily,91.2,83.7,93.6,85.1,95.0,2,26,100.0,1,4,2024-03-25,High
EMP0581,38,1,4,Female,Master Degree,Married,No,Rural,Finance,Junior,Large (1001-5000),Education,Average,Moderate (25-50 Mbps),40,Moderate,Weekly,94.6,100.0,94.2,70.3,95.0,10,17,87.0,8,7,2024-02-02,Medium
EMP0582,31,2,0,Male,Bachelor Degree,Married,No,Suburban,HR,Mid-Level,Small (51-200),Technology,Good,Moderate (25-50 Mbps),35,Very High,Daily,86.2,92.7,86.1,83.6,95.0,7,20,100.0,5,6,2024-03-10,Medium
EMP0583,40,6,4,Male,Master Degree,Married,No,Rural,Finance,Mid-Level,Startup (1-50),Government,Good,Very Fast (100+ Mbps),43,Moderate,Few times per week,90.0,86.9,87.6,84.1,95.0,6,34,100.0,7,4,2024-01-31,High
EMP0584,55,23,2,Male,Master Degree,Married,Yes,Urban,HR,Manager,Enterprise (5000+),Finance,Good,Moderate (25-50 Mbps),51,Moderate,Few times per week,98.0,80.0,100.0,90.4,95.0,5,43,100.0,7,6,2024-01-20,High
EMP0585,36,3,4,Female,Master Degree,Married,Yes,Urban,Engineering,Mid-Level,Enterprise (5000+),Healthcare,Excellent,Very Fast (100+ Mbps),43,High,Few times per week,98.0,99.6,100.0,95.0,95.0,12,26,100.0,2,8,2024-02-23,High
EMP0586,37,1,5,Female,Bachelor Degree,Married,Yes,Urban,Finance,Mid-Level,Medium (201-1000),Retail,Good,Very Fast (100+ Mbps),47,Very High,Daily,98.0,95.1,100.0,94.2,95.0,3,0,100.0,8,6,2024-03-01,High
EMP0587,30,5,1,Female,Bachelor Degree,Single,No,Suburban,Engineering,Mid-Level,Enterprise (5000+),Education,Excellent,Very Fast (100+ Mbps),47,Low,Weekly,79.8,83.8,60.0,88.3,95.0,8,24,95.3,5,5,2024-05-09,High
EMP0588,27,2,2,Male,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Finance,Average,Moderate (25-50 Mbps),39,Moderate,Weekly,54.8,48.3,57.3,64.3,80.4,5,40,100.0,8,7,2024-05-13,High
EMP0589,42,13,4,Male,Master Degree,Single,No,Urban,HR,Lead,Medium (201-1000),Manufacturing,Average,Moderate (25-50 Mbps),40,Moderate,Daily,98.0,96.2,100.0,82.2,95.0,5,33,99.7,6,8,2024-04-25,High
EMP0590,27,1,2,Male,Bachelor Degree,Married,No,Urban,Product,Junior,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),50,Moderate,Few times per week,71.2,74.4,82.9,68.5,83.7,4,14,95.3,6,6,2024-05-04,High
EMP0591,35,2,2,Male,Bachelor Degree,Married,No,Urban,Finance,Junior,Medium (201-1000),Healthcare,Average,Very Fast (100+ Mbps),46,Low,Few times per week,79.1,72.2,79.6,64.8,95.0,7,47,95.0,3,3,2024-01-20,High
EMP0592,30,6,4,Female,Associate Degree,Divorced,No,Suburban,Customer Success,Lead,Medium (201-1000),Technology,Good,Slow (<25 Mbps),47,Very High,Daily,84.5,94.3,85.3,80.4,95.0,5,6,100.0,5,9,2024-05-09,High
EMP0593,39,5,5,Female,Bachelor Degree,Married,No,Urban,Data Science,Senior,Enterprise (5000+),Education,Excellent,Fast (50-100 Mbps),42,Low,Bi-weekly,96.2,88.0,90.3,77.3,95.0,5,0,100.0,9,7,2024-02-29,Medium
EMP0594,38,14,3,Male,Associate Degree,Married,Yes,Urban,Engineering,Lead,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),39,High,Few times per week,98.0,100.0,93.4,79.6,95.0,9,53,100.0,9,10,2024-02-10,High
EMP0595,44,1,2,Male,Bachelor Degree,Married,Yes,Suburban,Data Science,Junior,Large (1001-5000),Manufacturing,Good,Fast (50-100 Mbps),40,Very High,Daily,84.2,83.6,87.2,71.2,95.0,9,32,100.0,10,7,2024-04-11,High
EMP0596,30,4,3,Female,Master Degree,Single,Yes,Urban,Operations,Senior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),50,Moderate,Daily,86.5,82.1,89.6,55.4,95.0,4,44,67.1,6,4,2024-02-15,Medium
EMP0597,32,1,1,Male,High School,Single,Yes,Suburban,Customer Success,Junior,Startup (1-50),Media,Poor,Slow (<25 Mbps),41,Very Low,Few times per week,59.1,49.0,68.9,62.4,78.0,10,33,95.6,8,6,2024-04-09,High
EMP0598,26,2,4,Female,Associate Degree,Married,No,Suburban,Finance,Junior,Startup (1-50),Consulting,Good,Very Fast (100+ Mbps),49,Very High,Daily,70.4,88.3,75.5,62.1,78.2,8,44,91.1,6,2,2024-01-28,Low
EMP0599,31,5,4,Male,Master Degree,Married,Yes,Suburban,Operations,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),50,High,Daily,56.3,53.4,56.5,49.5,72.1,7,48,100.0,9,6,2024-02-29,High
EMP0600,38,1,5,Male,Master Degree,Single,No,Urban,Finance,Junior,Small (51-200),Finance,Good,Very Fast (100+ Mbps),47,Moderate,Daily,98.0,94.3,100.0,92.2,95.0,8,0,100.0,10,8,2024-04-23,High
EMP0601,41,7,0,Male,Bachelor Degree,Married,Yes,Rural,Sales,Senior,Large (1001-5000),Retail,Good,Very Fast (100+ Mbps),46,High,Few times per week,98.0,91.4,100.0,75.5,95.0,11,44,100.0,8,7,2024-03-26,High
EMP0602,26,0,3,Male,Associate Degree,Married,Yes,Suburban,Design,Mid-Level,Startup (1-50),Technology,Good,Fast (50-100 Mbps),52,Very Low,Daily,77.3,74.7,83.9,59.4,90.2,8,11,82.5,6,6,2024-05-07,High
EMP0603,42,5,2,Female,Master Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Technology,Average,Moderate (25-50 Mbps),36,Moderate,Bi-weekly,97.2,100.0,97.7,71.8,95.0,11,18,100.0,10,8,2024-05-05,High
EMP0604,47,6,2,Male,Bachelor Degree,Married,No,Urban,Sales,Mid-Level,Startup (1-50),Technology,Average,Fast (50-100 Mbps),39,Moderate,Few times per week,98.0,96.3,100.0,92.5,95.0,5,41,100.0,10,4,2024-03-07,Medium
EMP0605,38,13,4,Male,High School,Married,Yes,Urban,Engineering,Manager,Small (51-200),Healthcare,Good,Slow (<25 Mbps),34,High,Weekly,97.3,98.4,100.0,94.8,95.0,11,26,100.0,6,7,2024-04-03,High
EMP0606,51,23,1,Male,Bachelor Degree,Single,No,Suburban,Engineering,Manager,Startup (1-50),Technology,Good,Moderate (25-50 Mbps),33,High,Weekly,93.0,99.1,92.6,75.7,95.0,12,53,100.0,5,7,2024-04-19,Medium
EMP0607,28,4,4,Male,Associate Degree,Single,Yes,Suburban,Engineering,Mid-Level,Enterprise (5000+),Technology,Poor,Fast (50-100 Mbps),41,Moderate,Few times per week,80.1,85.8,90.7,66.2,92.2,8,23,83.5,4,9,2024-02-03,Low
EMP0608,23,0,4,Male,Bachelor Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Education,Average,Fast (50-100 Mbps),43,High,Weekly,90.7,84.0,79.0,90.4,95.0,6,31,100.0,7,4,2024-05-12,High
EMP0609,22,1,5,Female,Master Degree,Married,No,Urban,Marketing,Junior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),45,Moderate,Few times per week,89.2,89.0,91.2,76.4,95.0,15,0,100.0,2,7,2024-05-13,Medium
EMP0610,48,2,4,Female,Master Degree,Married,Yes,Suburban,Marketing,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),37,High,Few times per week,65.9,74.4,63.5,48.7,85.9,8,25,100.0,7,2,2024-02-14,Low
EMP0611,40,10,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Lead,Enterprise (5000+),Media,Average,Fast (50-100 Mbps),39,High,Few times per week,98.0,97.7,100.0,95.0,95.0,9,31,100.0,2,7,2024-05-04,Low
EMP0612,34,0,3,Male,Bachelor Degree,Married,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Education,Good,Fast (50-100 Mbps),47,Low,Weekly,80.9,83.3,76.9,81.0,95.0,13,30,100.0,4,7,2024-02-04,High
EMP0613,37,2,1,Male,Master Degree,Single,No,Suburban,Design,Junior,Large (1001-5000),Finance,Good,Fast (50-100 Mbps),33,Moderate,Few times per week,65.4,88.1,62.8,49.4,81.8,9,51,66.6,6,8,2024-04-26,High
EMP0614,24,0,3,Male,Bachelor Degree,Married,No,Suburban,Engineering,Junior,Small (51-200),Technology,Good,Fast (50-100 Mbps),42,Very High,Few times per week,98.0,100.0,87.4,78.5,95.0,6,30,100.0,3,5,2024-04-27,High
EMP0615,57,5,3,Male,Bachelor Degree,Married,Yes,Suburban,Sales,Mid-Level,Startup (1-50),Education,Average,Very Fast (100+ Mbps),49,Low,Daily,96.2,75.3,92.4,71.1,95.0,10,46,100.0,2,7,2024-02-06,Medium
EMP0616,36,6,4,Female,Master Degree,Married,No,Urban,Engineering,Lead,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,98.0,100.0,89.9,95.0,95.0,7,54,89.0,6,3,2024-05-06,High
EMP0617,35,1,4,Female,Master Degree,In Relationship,No,Urban,Engineering,Junior,Startup (1-50),Government,Good,Very Fast (100+ Mbps),39,Moderate,Daily,98.0,95.4,100.0,80.4,95.0,10,41,100.0,8,5,2024-03-07,High
EMP0618,41,9,3,Female,Bachelor Degree,Married,No,Suburban,Finance,Mid-Level,Enterprise (5000+),Retail,Average,Very Fast (100+ Mbps),49,High,Monthly,89.4,81.6,92.3,76.3,95.0,4,24,100.0,5,8,2024-01-18,High
EMP0619,39,9,2,Male,Master Degree,Married,Yes,Urban,Sales,Senior,Large (1001-5000),Non-profit,Average,Fast (50-100 Mbps),33,High,Few times per week,98.0,96.1,100.0,95.0,95.0,8,52,100.0,4,9,2024-02-06,High
EMP0620,37,4,1,Male,Bachelor Degree,Married,No,Urban,Marketing,Mid-Level,Medium (201-1000),Consulting,Average,Very Fast (100+ Mbps),37,Moderate,Daily,76.2,73.8,79.6,67.1,95.0,7,50,89.3,5,1,2024-04-18,High
EMP0621,27,3,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Senior,Startup (1-50),Healthcare,Excellent,Moderate (25-50 Mbps),37,High,Daily,98.0,89.8,97.0,76.4,95.0,8,15,100.0,7,4,2024-05-12,High
EMP0622,39,9,4,Male,High School,Divorced,No,Suburban,Finance,Lead,Large (1001-5000),Education,Good,Very Fast (100+ Mbps),46,Very High,Daily,98.0,89.9,100.0,80.9,95.0,8,54,100.0,2,5,2024-02-26,High
EMP0623,51,5,4,Female,Master Degree,Married,Yes,Rural,HR,Senior,Medium (201-1000),Consulting,Good,Fast (50-100 Mbps),32,High,Daily,98.0,100.0,90.9,80.1,95.0,12,43,100.0,2,6,2024-04-24,Medium
EMP0624,47,10,2,Female,Master Degree,Single,Yes,Suburban,Engineering,Lead,Large (1001-5000),Education,Excellent,Fast (50-100 Mbps),49,Very High,Bi-weekly,98.0,100.0,99.6,95.0,95.0,10,32,100.0,6,4,2024-05-13,High
